Número da conta: 74
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Saque         | 849    | -59909
Pagamento     | 380    | -60289
Depósito      | 800    | -59489
Depósito      | 684    | -58805
Depósito      | 1118   | -57687
Depósito      | 875    | -56812
Depósito      | 547    | -56265
Depósito      | 1066   | -55199
Saque         | 215    | -55414
Depósito      | 649    | -54765
Pagamento     | 82     | -54847
Saque         | 132    | -54979
Saque         | 587    | -55566
Depósito      | 740    | -54826
Depósito      | 431    | -54395
Pagamento     | 927    | -55322
Depósito      | 849    | -54473
Pagamento     | 468    | -54941
Saque         | 730    | -55671
Saque         | 617    | -56288
Saque         | 657    | -56945
Depósito      | 818    | -56127
Depósito      | 853    | -55274
Saque         | 785    | -56059
Depósito      | 899    | -55160
Depósito      | 616    | -54544
Depósito      | 426    | -54118
Depósito      | 403    | -53715
Saque         | 537    | -54252
Pagamento     | 622    | -54874
Depósito      | 560    | -54314
Depósito      | 721    | -53593
Depósito      | 697    | -52896
Depósito      | 780    | -52116
Pagamento     | 774    | -52890
Saque         | 456    | -53346
Depósito      | 1173   | -52173
Saque         | 887    | -53060
Depósito      | 475    | -52585
Saque         | 370    | -52955
Pagamento     | 365    | -53320
Pagamento     | 390    | -53710
Saque         | 697    | -54407
Pagamento     | 452    | -54859
Depósito      | 697    | -54162
Depósito      | 178    | -53984
Depósito      | 587    | -53397
Saque         | 632    | -54029
Depósito      | 578    | -53451
Saque         | 1016   | -54467
Saque         | 291    | -54758
Saque         | 307    | -55065
Depósito      | 539    | -54526
Depósito      | 433    | -54093
Pagamento     | 841    | -54934
Pagamento     | 488    | -55422
Depósito      | 581    | -54841
Depósito      | 387    | -54454
Saque         | 463    | -54917
Saque         | 395    | -55312
Depósito      | 708    | -54604
Pagamento     | 547    | -55151
Saque         | 171    | -55322
Pagamento     | 328    | -55650
Depósito      | 526    | -55124
Depósito      | 1051   | -54073
Saque         | 331    | -54404
Depósito      | 575    | -53829
Pagamento     | 784    | -54613
Saque         | 655    | -55268
Saque         | 276    | -55544
Depósito      | 481    | -55063
Saque         | 229    | -55292
Depósito      | 643    | -54649
Pagamento     | 761    | -55410
Depósito      | 1129   | -54281
Saque         | 526    | -54807
Saque         | 353    | -55160
Depósito      | 589    | -54571
Depósito      | 856    | -53715
Saque         | 336    | -54051
Pagamento     | 621    | -54672
Saque         | 749    | -55421
Pagamento     | 942    | -56363
Pagamento     | 1055   | -57418
Depósito      | 460    | -56958
Saque         | 787    | -57745
Saque         | 438    | -58183
Pagamento     | 400    | -58583
Pagamento     | 996    | -59579
Depósito      | 633    | -58946
Depósito      | 1      | -58945
Depósito      | 907    | -58038
Depósito      | 174    | -57864
Saque         | 1056   | -58920
Depósito      | 910    | -58010
Depósito      | 831    | -57179
Depósito      | 694    | -56485
Pagamento     | 873    | -57358
Pagamento     | 817    | -58175
Pagamento     | 1045   | -59220
Saque         | 449    | -59669
Saque         | 510    | -60179
Depósito      | 778    | -59401
Depósito      | 632    | -58769
Pagamento     | 1021   | -59790
Pagamento     | 444    | -60234
Depósito      | 1078   | -59156
Pagamento     | 749    | -59905
Saque         | 747    | -60652
Saque         | 655    | -61307
Depósito      | 634    | -60673
Saque         | 290    | -60963
Depósito      | 368    | -60595
Depósito      | 967    | -59628
Depósito      | 1093   | -58535
Saque         | 654    | -59189
Saque         | 699    | -59888
Depósito      | 638    | -59250
Depósito      | 895    | -58355
Depósito      | 624    | -57731
Saque         | 323    | -58054
Saque         | 740    | -58794
Depósito      | 983    | -57811
Depósito      | 676    | -57135
Depósito      | 761    | -56374
Depósito      | 830    | -55544
Depósito      | 410    | -55134
Pagamento     | 454    | -55588
Saque         | 627    | -56215
Depósito      | 376    | -55839
Depósito      | 851    | -54988
Saque         | 771    | -55759
Saque         | 420    | -56179
Saque         | 649    | -56828
Saque         | 278    | -57106
Saque         | 677    | -57783
Depósito      | 830    | -56953
Saque         | 565    | -57518
Depósito      | 625    | -56893
Depósito      | 559    | -56334
Depósito      | 637    | -55697
Pagamento     | 980    | -56677
Depósito      | 626    | -56051
Depósito      | 510    | -55541
Pagamento     | 592    | -56133
Depósito      | 621    | -55512
Depósito      | 892    | -54620
Saque         | 677    | -55297
Pagamento     | 569    | -55866
Depósito      | 973    | -54893
Depósito      | 762    | -54131
Saque         | 750    | -54881
Depósito      | 481    | -54400
Saque         | 848    | -55248
Saque         | 643    | -55891
Saque         | 92     | -55983
Saque         | 789    | -56772
Depósito      | 366    | -56406
Depósito      | 792    | -55614
Pagamento     | 871    | -56485
Depósito      | 890    | -55595
Pagamento     | 862    | -56457
Pagamento     | 436    | -56893
Pagamento     | 413    | -57306
Depósito      | 525    | -56781
Depósito      | 607    | -56174
Depósito      | 632    | -55542
Depósito      | 636    | -54906
Depósito      | 752    | -54154
Depósito      | 880    | -53274
Saque         | 602    | -53876
Depósito      | 663    | -53213
Depósito      | 350    | -52863
Pagamento     | 499    | -53362
Depósito      | 857    | -52505
Depósito      | 474    | -52031
Pagamento     | 452    | -52483
Pagamento     | 826    | -53309
Pagamento     | 705    | -54014
Pagamento     | 742    | -54756
Saque         | 675    | -55431
Depósito      | 565    | -54866
Depósito      | 276    | -54590
Depósito      | 704    | -53886
Saque         | 1014   | -54900
Saque         | 521    | -55421
Pagamento     | 512    | -55933
Saque         | 179    | -56112
Depósito      | 695    | -55417
Depósito      | 763    | -54654
Saque         | 492    | -55146
Depósito      | 724    | -54422
Saque         | 608    | -55030
Pagamento     | 413    | -55443
Pagamento     | 506    | -55949
Depósito      | 423    | -55526
Depósito      | 799    | -54727
Pagamento     | 433    | -55160
Saque         | 562    | -55722
Depósito      | 734    | -54988
Depósito      | 493    | -54495
Depósito      | 552    | -53943
Pagamento     | 763    | -54706
Depósito      | 137    | -54569
Saque         | 1087   | -55656
Depósito      | 626    | -55030
Depósito      | 224    | -54806
Saque         | 500    | -55306
Saque         | 883    | -56189
Depósito      | 719    | -55470
Saque         | 725    | -56195
Depósito      | 913    | -55282
Saque         | 413    | -55695
Depósito      | 881    | -54814
Depósito      | 673    | -54141
Saque         | 764    | -54905
Depósito      | 740    | -54165
Depósito      | 473    | -53692
Depósito      | 386    | -53306
Depósito      | 525    | -52781
Saque         | 486    | -53267
Depósito      | 881    | -52386
Saque         | 627    | -53013
Saque         | 634    | -53647
Pagamento     | 327    | -53974
Depósito      | 594    | -53380
Pagamento     | 616    | -53996
Depósito      | 534    | -53462
Depósito      | 734    | -52728
Depósito      | 485    | -52243
Depósito      | 609    | -51634
Saque         | 282    | -51916
Saque         | 896    | -52812
Saque         | 1034   | -53846
Saque         | 603    | -54449
Depósito      | 966    | -53483
Depósito      | 392    | -53091
Pagamento     | 653    | -53744
Saque         | 521    | -54265
Pagamento     | 469    | -54734
Depósito      | 328    | -54406
Saque         | 1079   | -55485
Saque         | 318    | -55803
Saque         | 412    | -56215
Saque         | 366    | -56581
Depósito      | 577    | -56004
Saque         | 462    | -56466
Saque         | 356    | -56822
Saque         | 692    | -57514
Depósito      | 370    | -57144
Saque         | 902    | -58046
Pagamento     | 815    | -58861
Pagamento     | 462    | -59323
Saque         | 380    | -59703
Pagamento     | 103    | -59806
Pagamento     | 655    | -60461
Depósito      | 0      | -60461
Depósito      | 741    | -59720
Saque         | 513    | -60233
Depósito      | 682    | -59551
Pagamento     | 380    | -59931
Depósito      | 516    | -59415
Pagamento     | 535    | -59950
Saque         | 763    | -60713
Depósito      | 759    | -59954
Depósito      | 6      | -59948
Depósito      | 631    | -59317
Pagamento     | 746    | -60063
Depósito      | 558    | -59505
Depósito      | 504    | -59001
Depósito      | 900    | -58101
Saque         | 592    | -58693
Depósito      | 757    | -57936
Depósito      | 579    | -57357
Depósito      | 1081   | -56276
Saque         | 674    | -56950
Pagamento     | 1013   | -57963
Saque         | 585    | -58548
Saque         | 664    | -59212
Depósito      | 490    | -58722
Saque         | 716    | -59438
Saque         | 567    | -60005
Saque         | 590    | -60595
Depósito      | 532    | -60063
Pagamento     | 790    | -60853
Pagamento     | 560    | -61413
Saque         | 335    | -61748
Saque         | 757    | -62505
Pagamento     | 726    | -63231
Depósito      | 680    | -62551
Saque         | 388    | -62939
Pagamento     | 476    | -63415
Saque         | 539    | -63954
Saque         | 850    | -64804
Saque         | 172    | -64976
Depósito      | 462    | -64514
Saque         | 549    | -65063
Depósito      | 349    | -64714
Saque         | 599    | -65313
Depósito      | 352    | -64961
Pagamento     | 483    | -65444
Depósito      | 361    | -65083
Saque         | 809    | -65892
Saque         | 272    | -66164
Depósito      | 497    | -65667
Saque         | 971    | -66638
Pagamento     | 626    | -67264
Saque         | 259    | -67523
Saque         | 544    | -68067
Pagamento     | 451    | -68518
Saque         | 647    | -69165
Saque         | 656    | -69821
Pagamento     | 367    | -70188
Depósito      | 589    | -69599
Depósito      | 565    | -69034
Depósito      | 225    | -68809
Pagamento     | 510    | -69319
Depósito      | 566    | -68753
Depósito      | 793    | -67960
Depósito      | 561    | -67399
Depósito      | 652    | -66747
Pagamento     | 631    | -67378
Depósito      | 696    | -66682
Saque         | 234    | -66916
Depósito      | 230    | -66686
Depósito      | 524    | -66162
Depósito      | 839    | -65323
Saque         | 82     | -65405
Depósito      | 777    | -64628
Depósito      | 1065   | -63563
Depósito      | 1031   | -62532
Depósito      | 545    | -61987
Depósito      | 794    | -61193
Depósito      | 438    | -60755
Depósito      | 747    | -60008
Depósito      | 441    | -59567
Pagamento     | 815    | -60382
Depósito      | 557    | -59825
Pagamento     | 1065   | -60890
Depósito      | 408    | -60482
Pagamento     | 982    | -61464
Depósito      | 649    | -60815
Pagamento     | 1185   | -62000
Depósito      | 864    | -61136
Depósito      | 501    | -60635
Depósito      | 965    | -59670
Depósito      | 307    | -59363
Depósito      | 1045   | -58318
Depósito      | 585    | -57733
Depósito      | 840    | -56893
Depósito      | 468    | -56425
Depósito      | 1015   | -55410
Saque         | 855    | -56265
Depósito      | 803    | -55462
Depósito      | 91     | -55371
Depósito      | 744    | -54627
Saque         | 799    | -55426
Depósito      | 113    | -55313
Depósito      | 690    | -54623
Depósito      | 910    | -53713
Pagamento     | 362    | -54075
Depósito      | 905    | -53170
Depósito      | 126    | -53044
Depósito      | 747    | -52297
Pagamento     | 1089   | -53386
Depósito      | 244    | -53142
Saque         | 752    | -53894
Saque         | 482    | -54376
Saque         | 253    | -54629
Saque         | 942    | -55571
Saque         | 354    | -55925
Depósito      | 795    | -55130
Depósito      | 202    | -54928
Saque         | 443    | -55371
Depósito      | 705    | -54666
Depósito      | 610    | -54056
Depósito      | 724    | -53332
Saque         | 843    | -54175
Depósito      | 763    | -53412
Saque         | 321    | -53733
Saque         | 852    | -54585
Saque         | 915    | -55500
Depósito      | 854    | -54646
Pagamento     | 503    | -55149
Depósito      | 533    | -54616
Pagamento     | 779    | -55395
Pagamento     | 414    | -55809
Depósito      | 878    | -54931
Depósito      | 746    | -54185
Saque         | 433    | -54618
Pagamento     | 1021   | -55639
Depósito      | 792    | -54847
Depósito      | 717    | -54130
Saque         | 676    | -54806
Pagamento     | 915    | -55721
Saque         | 518    | -56239
Pagamento     | 707    | -56946
Depósito      | 221    | -56725
Depósito      | 421    | -56304
Depósito      | 886    | -55418
Depósito      | 376    | -55042
Depósito      | 553    | -54489
Saque         | 1117   | -55606
Pagamento     | 823    | -56429
Depósito      | 1215   | -55214
Pagamento     | 808    | -56022
Depósito      | 642    | -55380
Saque         | 406    | -55786
Saque         | 1012   | -56798
Saque         | 590    | -57388
Saque         | 694    | -58082
Pagamento     | 914    | -58996
Pagamento     | 421    | -59417
Depósito      | 701    | -58716
Pagamento     | 832    | -59548
Pagamento     | 605    | -60153
Depósito      | 1055   | -59098
Depósito      | 819    | -58279
Depósito      | 399    | -57880
Pagamento     | 694    | -58574
Saque         | 885    | -59459
Depósito      | 775    | -58684
Saque         | 803    | -59487
Saque         | 851    | -60338
Depósito      | 277    | -60061
Saque         | 691    | -60752
Saque         | 437    | -61189
Depósito      | 928    | -60261
Depósito      | 398    | -59863
Depósito      | 758    | -59105
Depósito      | 557    | -58548
Depósito      | 759    | -57789
Saque         | 955    | -58744
Depósito      | 923    | -57821
Depósito      | 358    | -57463
Saque         | 483    | -57946
Pagamento     | 447    | -58393
Pagamento     | 575    | -58968
Depósito      | 502    | -58466
Saque         | 655    | -59121
Pagamento     | 862    | -59983
Pagamento     | 707    | -60690
Depósito      | 823    | -59867
Depósito      | 412    | -59455
Saque         | 942    | -60397
Pagamento     | 1016   | -61413
Saque         | 498    | -61911
Depósito      | 454    | -61457
Pagamento     | 859    | -62316
Depósito      | 635    | -61681
Pagamento     | 512    | -62193
Depósito      | 642    | -61551
Depósito      | 857    | -60694
Depósito      | 583    | -60111
Saque         | 632    | -60743
Depósito      | 690    | -60053
Pagamento     | 59     | -60112
Depósito      | 725    | -59387
Saque         | 1012   | -60399
Depósito      | 577    | -59822
Depósito      | 941    | -58881
Saque         | 616    | -59497
Saque         | 326    | -59823
Depósito      | 527    | -59296
Saque         | 197    | -59493
Depósito      | 415    | -59078
Depósito      | 834    | -58244
Depósito      | 612    | -57632
Saque         | 710    | -58342
Saque         | 738    | -59080
Saque         | 256    | -59336
Saque         | 352    | -59688
Depósito      | 962    | -58726
Saque         | 576    | -59302
Depósito      | 1129   | -58173
Depósito      | 217    | -57956
Depósito      | 625    | -57331
Saque         | 373    | -57704
Pagamento     | 352    | -58056
Saque         | 260    | -58316
Pagamento     | 571    | -58887
Saque         | 1014   | -59901
Depósito      | 391    | -59510
Pagamento     | 707    | -60217
Depósito      | 727    | -59490
Pagamento     | 187    | -59677
Pagamento     | 498    | -60175
Saque         | 804    | -60979
Saque         | 796    | -61775
Depósito      | 652    | -61123
Saque         | 689    | -61812
Saque         | 603    | -62415
Depósito      | 783    | -61632
Pagamento     | 958    | -62590
Pagamento     | 584    | -63174
Saque         | 980    | -64154
Saque         | 851    | -65005
Saque         | 732    | -65737
Depósito      | 853    | -64884
Depósito      | 648    | -64236
Pagamento     | 747    | -64983
Depósito      | 168    | -64815
Saque         | 162    | -64977
Pagamento     | 1218   | -66195
Depósito      | 565    | -65630
Depósito      | 394    | -65236
Saque         | 300    | -65536
Pagamento     | 544    | -66080
Depósito      | 407    | -65673
Saque         | 470    | -66143
Saque         | 387    | -66530
Depósito      | 1161   | -65369
Depósito      | 906    | -64463
Saque         | 430    | -64893
Pagamento     | 631    | -65524
Depósito      | 423    | -65101
Depósito      | 946    | -64155
Depósito      | 633    | -63522
Saque         | 855    | -64377
Saque         | 778    | -65155
Pagamento     | 689    | -65844
Depósito      | 644    | -65200
Depósito      | 982    | -64218
Depósito      | 698    | -63520
Depósito      | 428    | -63092
Saque         | 576    | -63668
Depósito      | 468    | -63200
Pagamento     | 448    | -63648
Depósito      | 544    | -63104
----------------------------------------
Saldo Atual: -63104

Número da conta: 146
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
----------------------------------------
Depósito      | 991    | 991
Depósito      | 557    | 1548
Pagamento     | 742    | 806
Pagamento     | 695    | 111
Depósito      | 372    | 483
Depósito      | 733    | 1216
Saque         | 922    | 294
Depósito      | 59     | 353
Depósito      | 1206   | 1559
Depósito      | 641    | 2200
Saque         | 1013   | 1187
Depósito      | 379    | 1566
Saque         | 681    | 885
Depósito      | 619    | 1504
Depósito      | 658    | 2162
Depósito      | 398    | 2560
Depósito      | 664    | 3224
Saque         | 577    | 2647
Depósito      | 685    | 3332
Depósito      | 560    | 3892
Saque         | 1185   | 2707
Saque         | 645    | 2062
Depósito      | 17     | 2079
Pagamento     | 305    | 1774
Depósito      | 712    | 2486
Pagamento     | 494    | 1992
Depósito      | 420    | 2412
Saque         | 604    | 1808
Saque         | 345    | 1463
Pagamento     | 1053   | 410
Saque         | 523    | -113
Depósito      | 793    | 680
Saque         | 546    | 134
Saque         | 526    | -392
Saque         | 1035   | -1427
Depósito      | 1037   | -390
Depósito      | 1027   | 637
Saque         | 866    | -229
Depósito      | 539    | 310
Pagamento     | 402    | -92
Saque         | 742    | -834
Saque         | 748    | -1582
Saque         | 799    | -2381
Depósito      | 209    | -2172
Saque         | 823    | -2995
Pagamento     | 504    | -3499
Depósito      | 258    | -3241
Depósito      | 211    | -3030
Pagamento     | 325    | -3355
Pagamento     | 458    | -3813
Saque         | 588    | -4401
Saque         | 597    | -4998
Pagamento     | 699    | -5697
Depósito      | 688    | -5009
Pagamento     | 795    | -5804
Depósito      | 768    | -5036
Saque         | 589    | -5625
Depósito      | 853    | -4772
Depósito      | 928    | -3844
Saque         | 668    | -4512
Depósito      | 801    | -3711
Pagamento     | 537    | -4248
Depósito      | 621    | -3627
Saque         | 1061   | -4688
Depósito      | 795    | -3893
Saque         | 980    | -4873
Saque         | 245    | -5118
Saque         | 789    | -5907
Depósito      | 430    | -5477
Depósito      | 690    | -4787
Depósito      | 856    | -3931
Saque         | 493    | -4424
Saque         | 683    | -5107
Saque         | 480    | -5587
Pagamento     | 461    | -6048
Depósito      | 753    | -5295
Depósito      | 639    | -4656
Pagamento     | 850    | -5506
Saque         | 998    | -6504
Saque         | 258    | -6762
Saque         | 76     | -6838
Depósito      | 1274   | -5564
Depósito      | 74     | -5490
Pagamento     | 404    | -5894
Saque         | 674    | -6568
Depósito      | 163    | -6405
Depósito      | 765    | -5640
Depósito      | 330    | -5310
Depósito      | 635    | -4675
Saque         | 417    | -5092
Pagamento     | 996    | -6088
Depósito      | 665    | -5423
Depósito      | 497    | -4926
Depósito      | 261    | -4665
Saque         | 342    | -5007
Saque         | 506    | -5513
Depósito      | 440    | -5073
Depósito      | 781    | -4292
Depósito      | 174    | -4118
Pagamento     | 484    | -4602
Depósito      | 451    | -4151
Pagamento     | 690    | -4841
Saque         | 490    | -5331
Depósito      | 1059   | -4272
Saque         | 540    | -4812
Pagamento     | 487    | -5299
Pagamento     | 478    | -5777
Saque         | 214    | -5991
Saque         | 236    | -6227
Pagamento     | 114    | -6341
Saque         | 161    | -6502
Depósito      | 706    | -5796
Depósito      | 699    | -5097
Depósito      | 246    | -4851
Saque         | 776    | -5627
Saque         | 498    | -6125
Saque         | 665    | -6790
Depósito      | 507    | -6283
Saque         | 926    | -7209
Depósito      | 565    | -6644
Depósito      | 508    | -6136
Depósito      | 852    | -5284
Depósito      | 697    | -4587
Saque         | 444    | -5031
Depósito      | 755    | -4276
Depósito      | 543    | -3733
Saque         | 812    | -4545
Saque         | 415    | -4960
Depósito      | 880    | -4080
Depósito      | 570    | -3510
Depósito      | 56     | -3454
Depósito      | 907    | -2547
Pagamento     | 473    | -3020
Pagamento     | 293    | -3313
Pagamento     | 767    | -4080
Depósito      | 518    | -3562
Depósito      | 683    | -2879
Depósito      | 663    | -2216
Depósito      | 786    | -1430
Pagamento     | 766    | -2196
Saque         | 728    | -2924
Pagamento     | 114    | -3038
Depósito      | 807    | -2231
Depósito      | 725    | -1506
Saque         | 523    | -2029
Saque         | 647    | -2676
Saque         | 248    | -2924
Depósito      | 1046   | -1878
Pagamento     | 753    | -2631
Saque         | 589    | -3220
Depósito      | 440    | -2780
Saque         | 643    | -3423
Depósito      | 676    | -2747
Depósito      | 603    | -2144
Saque         | 783    | -2927
Pagamento     | 919    | -3846
Saque         | 777    | -4623
Saque         | 921    | -5544
Depósito      | 845    | -4699
Saque         | 764    | -5463
Pagamento     | 706    | -6169
Depósito      | 514    | -5655
Depósito      | 255    | -5400
Depósito      | 560    | -4840
Saque         | 472    | -5312
Saque         | 1069   | -6381
Saque         | 1009   | -7390
Depósito      | 398    | -6992
Depósito      | 453    | -6539
Depósito      | 622    | -5917
Depósito      | 895    | -5022
Pagamento     | 625    | -5647
Saque         | 339    | -5986
Saque         | 639    | -6625
Depósito      | 702    | -5923
Saque         | 346    | -6269
Depósito      | 848    | -5421
Depósito      | 471    | -4950
Depósito      | 675    | -4275
Depósito      | 287    | -3988
Pagamento     | 587    | -4575
Depósito      | 842    | -3733
Pagamento     | 279    | -4012
Pagamento     | 479    | -4491
Depósito      | 671    | -3820
Depósito      | 357    | -3463
Depósito      | 567    | -2896
Depósito      | 867    | -2029
Pagamento     | 627    | -2656
Depósito      | 542    | -2114
Pagamento     | 718    | -2832
Saque         | 570    | -3402
Saque         | 511    | -3913
Pagamento     | 505    | -4418
Saque         | 438    | -4856
Depósito      | 714    | -4142
Depósito      | 844    | -3298
Depósito      | 643    | -2655
Pagamento     | 75     | -2730
Saque         | 467    | -3197
Depósito      | 903    | -2294
Saque         | 967    | -3261
Depósito      | 619    | -2642
Depósito      | 470    | -2172
Pagamento     | 716    | -2888
Saque         | 500    | -3388
Pagamento     | 439    | -3827
Pagamento     | 754    | -4581
Depósito      | 450    | -4131
Depósito      | 695    | -3436
Depósito      | 787    | -2649
Saque         | 793    | -3442
Pagamento     | 591    | -4033
Pagamento     | 516    | -4549
Saque         | 665    | -5214
Pagamento     | 963    | -6177
Saque         | 877    | -7054
Pagamento     | 512    | -7566
Depósito      | 198    | -7368
Depósito      | 443    | -6925
Saque         | 605    | -7530
Depósito      | 722    | -6808
Saque         | 947    | -7755
Saque         | 710    | -8465
Pagamento     | 666    | -9131
Saque         | 770    | -9901
Saque         | 978    | -10879
Pagamento     | 678    | -11557
Depósito      | 265    | -11292
Depósito      | 559    | -10733
Pagamento     | 515    | -11248
Depósito      | 325    | -10923
Pagamento     | 460    | -11383
Pagamento     | 896    | -12279
Saque         | 834    | -13113
Saque         | 767    | -13880
Depósito      | 353    | -13527
Saque         | 591    | -14118
Depósito      | 1173   | -12945
Pagamento     | 908    | -13853
Saque         | 590    | -14443
Depósito      | 424    | -14019
Pagamento     | 679    | -14698
Depósito      | 565    | -14133
Depósito      | 318    | -13815
Pagamento     | 440    | -14255
Saque         | 768    | -15023
Saque         | 206    | -15229
Depósito      | 596    | -14633
Saque         | 1033   | -15666
Depósito      | 318    | -15348
Saque         | 823    | -16171
Depósito      | 509    | -15662
Pagamento     | 445    | -16107
Depósito      | 450    | -15657
Pagamento     | 726    | -16383
Depósito      | 1005   | -15378
Saque         | 121    | -15499
Saque         | 565    | -16064
Depósito      | 614    | -15450
Pagamento     | 180    | -15630
Saque         | 785    | -16415
Saque         | 784    | -17199
Depósito      | 673    | -16526
Depósito      | 594    | -15932
Saque         | 791    | -16723
Depósito      | 717    | -16006
Depósito      | 323    | -15683
Depósito      | 317    | -15366
Saque         | 410    | -15776
Pagamento     | 777    | -16553
Depósito      | 621    | -15932
Depósito      | 428    | -15504
Pagamento     | 453    | -15957
Depósito      | 444    | -15513
Depósito      | 442    | -15071
Depósito      | 754    | -14317
Pagamento     | 954    | -15271
Depósito      | 537    | -14734
Pagamento     | 436    | -15170
Saque         | 399    | -15569
Saque         | 180    | -15749
Depósito      | 1027   | -14722
Saque         | 426    | -15148
Saque         | 529    | -15677
Saque         | 617    | -16294
Depósito      | 828    | -15466
Depósito      | 584    | -14882
Saque         | 511    | -15393
Pagamento     | 343    | -15736
Saque         | 526    | -16262
Depósito      | 657    | -15605
Pagamento     | 894    | -16499
Depósito      | 791    | -15708
Pagamento     | 965    | -16673
Depósito      | 187    | -16486
Saque         | 333    | -16819
Saque         | 825    | -17644
Saque         | 767    | -18411
Pagamento     | 883    | -19294
Depósito      | 261    | -19033
Depósito      | 786    | -18247
Saque         | 234    | -18481
Pagamento     | 833    | -19314
Depósito      | 680    | -18634
Depósito      | 590    | -18044
Depósito      | 646    | -17398
Pagamento     | 1007   | -18405
Saque         | 626    | -19031
Depósito      | 446    | -18585
Depósito      | 504    | -18081
Pagamento     | 596    | -18677
Depósito      | 1001   | -17676
Depósito      | 736    | -16940
Depósito      | 753    | -16187
Saque         | 483    | -16670
Pagamento     | 913    | -17583
Saque         | 498    | -18081
Saque         | 468    | -18549
Saque         | 746    | -19295
Pagamento     | 366    | -19661
Depósito      | 688    | -18973
Pagamento     | 546    | -19519
Pagamento     | 390    | -19909
Depósito      | 682    | -19227
Depósito      | 69     | -19158
Saque         | 494    | -19652
Depósito      | 150    | -19502
Saque         | 564    | -20066
Pagamento     | 878    | -20944
Saque         | 453    | -21397
Pagamento     | 732    | -22129
Pagamento     | 894    | -23023
Saque         | 407    | -23430
Depósito      | 41     | -23389
Pagamento     | 684    | -24073
Pagamento     | 488    | -24561
Saque         | 539    | -25100
Depósito      | 143    | -24957
Saque         | 852    | -25809
Pagamento     | 594    | -26403
Saque         | 596    | -26999
Saque         | 903    | -27902
Depósito      | 584    | -27318
Pagamento     | 653    | -27971
Depósito      | 403    | -27568
Pagamento     | 947    | -28515
Depósito      | 450    | -28065
Saque         | 574    | -28639
Pagamento     | 875    | -29514
Saque         | 408    | -29922
Saque         | 628    | -30550
Pagamento     | 662    | -31212
Depósito      | 461    | -30751
Depósito      | 1271   | -29480
Depósito      | 679    | -28801
Pagamento     | 726    | -29527
Pagamento     | 510    | -30037
Depósito      | 853    | -29184
Saque         | 328    | -29512
Pagamento     | 477    | -29989
Saque         | 894    | -30883
Depósito      | 551    | -30332
Depósito      | 774    | -29558
Pagamento     | 961    | -30519
Depósito      | 262    | -30257
Pagamento     | 512    | -30769
Pagamento     | 379    | -31148
Depósito      | 652    | -30496
Depósito      | 640    | -29856
Depósito      | 728    | -29128
Saque         | 768    | -29896
Depósito      | 604    | -29292
Saque         | 543    | -29835
Depósito      | 1064   | -28771
Depósito      | 1113   | -27658
Depósito      | 344    | -27314
Depósito      | 732    | -26582
Saque         | 802    | -27384
Saque         | 963    | -28347
Saque         | 724    | -29071
Pagamento     | 723    | -29794
Depósito      | 738    | -29056
Depósito      | 345    | -28711
Depósito      | 573    | -28138
Saque         | 625    | -28763
Depósito      | 642    | -28121
Pagamento     | 394    | -28515
Pagamento     | 469    | -28984
Depósito      | 571    | -28413
Depósito      | 777    | -27636
Pagamento     | 389    | -28025
Depósito      | 579    | -27446
Depósito      | 968    | -26478
Pagamento     | 1027   | -27505
Pagamento     | 268    | -27773
Saque         | 576    | -28349
Saque         | 888    | -29237
Depósito      | 588    | -28649
Depósito      | 388    | -28261
Depósito      | 467    | -27794
Depósito      | 995    | -26799
Depósito      | 740    | -26059
Saque         | 204    | -26263
Saque         | 98     | -26361
Depósito      | 540    | -25821
Saque         | 626    | -26447
Depósito      | 494    | -25953
Depósito      | 891    | -25062
Depósito      | 479    | -24583
Pagamento     | 629    | -25212
Depósito      | 591    | -24621
Pagamento     | 213    | -24834
Depósito      | 956    | -23878
Pagamento     | 654    | -24532
Depósito      | 612    | -23920
Depósito      | 592    | -23328
Pagamento     | 375    | -23703
Depósito      | 863    | -22840
Depósito      | 528    | -22312
Depósito      | 594    | -21718
Pagamento     | 883    | -22601
Pagamento     | 592    | -23193
Pagamento     | 971    | -24164
Saque         | 619    | -24783
Saque         | 921    | -25704
Pagamento     | 736    | -26440
Depósito      | 378    | -26062
Depósito      | 1019   | -25043
Saque         | 571    | -25614
Saque         | 732    | -26346
Depósito      | 426    | -25920
Pagamento     | 600    | -26520
Depósito      | 492    | -26028
Saque         | 1022   | -27050
Pagamento     | 636    | -27686
Saque         | 506    | -28192
Saque         | 816    | -29008
Depósito      | 707    | -28301
Saque         | 622    | -28923
Depósito      | 499    | -28424
Saque         | 729    | -29153
Depósito      | 579    | -28574
Saque         | 389    | -28963
Depósito      | 866    | -28097
Pagamento     | 1151   | -29248
Pagamento     | 549    | -29797
Depósito      | 612    | -29185
Depósito      | 435    | -28750
Saque         | 362    | -29112
Depósito      | 486    | -28626
Saque         | 622    | -29248
Depósito      | 1193   | -28055
Pagamento     | 957    | -29012
Depósito      | 1076   | -27936
Saque         | 70     | -28006
Saque         | 738    | -28744
Saque         | 1003   | -29747
Depósito      | 661    | -29086
Pagamento     | 1112   | -30198
Saque         | 397    | -30595
Depósito      | 605    | -29990
Depósito      | 539    | -29451
Saque         | 788    | -30239
